dimension_id,indicator,value,table_id
87c45dcc-d293-4426-b54a-6d5405aa0e7f,Yes,17 (56.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
a77054b5-e19f-4c0d-bbd6-c5bd2c00ebf0,Yes,13 (43.3%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
e05eef23-6385-45b9-8262-382c6481f0e1,Yes,14 (46.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
ac047fc7-7ec1-42fe-ad10-8ce38a63d451,Yes,14 (46.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
e12224e4-b80f-42d3-ac72-620173708255,Yes,17 (56.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
9038060e-5a29-4a84-9a7b-cc33aeba70e9,Yes,14 (46.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
d2625667-4d8e-4a49-a0e8-ad4ef6c426f6,Yes,14 (46.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
4cc57a99-af12-421a-94f5-c04549af9761,Yes,8 (26.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
e9b6b998-88dd-4c4d-a3ac-9861df4d5ce1,Yes,15 (50.0%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
958af6a4-b3b6-4c8d-8bdf-a305e16c1841,Yes,21 (70.0%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
d275eae1-6180-4ac2-b264-8d02a03e6636,Yes,18 (60.0%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
56a239d7-360d-419c-b069-d39bb5e6f467,Yes,20 (66.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
42a9e0bb-c746-41ad-b057-5f7bf12786c1,Yes,13 (43.3%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
eb7a32b5-86a3-43a8-8c87-654c72faf70e,Yes,8 (26.7%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
06a02577-d51b-4506-b483-faebd79c5fab,Yes,12 (40.0%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
696ca05b-5dab-4d63-9f71-d32faaa52756,Yes,15 (50.0%),69c1d0b1-12d4-4c0f-951e-5c76bb49c878
