respondent_id,company_id,dimension_id,dimension,construct_id,construct,score,industry_synthetic,country_synthetic,continent_synthetic,role_synthetic
113b34f0,550e8400-e29b-41d4-a716-446655440002,2,Data,7,Data Governance Framework,4.572450331125828,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,2,Data,8,Data Integration,3.779602649006623,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,3,Technology,9,AI Tools and Platforms,5.05364238410596,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,3,Technology,10,Scalability,5.065198675496689,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,3,Technology,11,Cloud vs. On-Premises Solutions,4.149668874172185,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,3,Technology,12,Integration and Optimization,3.766920529801324,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,13,AI Skills and Expertise,4.806688741721854,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,14,Training and Development,4.123476821192053,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,15,Recruitment and Team Formation,3.400331125827815,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,16,Cross-Functional Collaboration,4.143278145695364,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,17,AI Governance and Structure,3.1971523178807946,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,18,Process Integration and Optimization,2.7360596026490067,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,19,Change Management,5.304271523178809,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.2094370860927155,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,6,Innovation,21,Prototyping and Experimentation,4.848046357615893,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,6,Innovation,22,Products and Services,4.0161920529801325,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,6,Innovation,23,Speed of Implementation,3.3153973509933774,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,6,Innovation,24,Innovation Culture and Leadership,4.7901655629139075,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,25,Tooldropping,4.369503311258278,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,26,Jobs,4.184370860927152,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,27,Engagement,3.5788741721854302,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,28,Confidence/Authority,4.340496688741721,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,29,Ethical AI Framework,4.393609271523179,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,30,Bias and Fairness,3.919403973509934,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,31,Transparency and Explainability,5.620033112582782,Manufacturing,France,Asia,IT & Data
113b34f0,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,32,Data Privacy and Security,6.751456953642384,Manufacturing,France,Asia,IT & Data
26d0d233,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,1,Alignment with Business Goals,4.08608832807571,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,2,Leadership Commitment,4.4063722397476335,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,3,Long-Term Vision,2.8441640378548896,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,4,Resource Allocation,4.267823343848581,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,2,Data,5,Data Quality,3.5710094637223975,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,2,Data,6,Data Accessibility,4.12397476340694,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,2,Data,7,Data Governance Framework,4.292712933753943,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,2,Data,8,Data Integration,3.6437539432176655,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,3,Technology,9,AI Tools and Platforms,5.048643533123029,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,3,Technology,10,Scalability,4.912050473186119,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,3,Technology,11,Cloud vs. On-Premises Solutions,4.355678233438486,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,3,Technology,12,Integration and Optimization,3.803059936908517,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,13,AI Skills and Expertise,4.654605678233438,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,14,Training and Development,3.8694006309148263,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,15,Recruitment and Team Formation,3.3732807570977914,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,16,Cross-Functional Collaboration,4.187034700315457,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,17,AI Governance and Structure,3.141608832807571,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,18,Process Integration and Optimization,2.710630914826498,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,19,Change Management,5.277665615141956,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.189716088328076,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,6,Innovation,21,Prototyping and Experimentation,4.955425867507886,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,6,Innovation,22,Products and Services,3.8921766561514195,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,6,Innovation,23,Speed of Implementation,3.1721135646687695,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,6,Innovation,24,Innovation Culture and Leadership,4.544668769716089,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,25,Tooldropping,4.40608832807571,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,26,Jobs,3.947255520504732,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,27,Engagement,3.6415772870662466,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,28,Confidence/Authority,4.126309148264984,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,29,Ethical AI Framework,4.337066246056782,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,30,Bias and Fairness,3.9981388012618297,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,31,Transparency and Explainability,5.859053627760252,Government,India,North America,Strategy & Policy
26d0d233,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,32,Data Privacy and Security,6.714952681388012,Government,India,North America,Strategy & Policy
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,1,Alignment with Business Goals,3.9852962962962963,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,2,Leadership Commitment,4.797481481481482,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,3,Long-Term Vision,2.902481481481481,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,4,Resource Allocation,4.4237777777777785,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,2,Data,5,Data Quality,3.754851851851852,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,2,Data,6,Data Accessibility,4.134518518518519,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,2,Data,7,Data Governance Framework,4.556666666666667,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,2,Data,8,Data Integration,3.7465185185185184,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,3,Technology,9,AI Tools and Platforms,5.211962962962963,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,3,Technology,10,Scalability,5.084814814814815,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,3,Technology,11,Cloud vs. On-Premises Solutions,4.2882592592592585,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,3,Technology,12,Integration and Optimization,3.863,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,13,AI Skills and Expertise,4.863074074074074,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,14,Training and Development,4.2406296296296295,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,15,Recruitment and Team Formation,3.3393333333333333,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,16,Cross-Functional Collaboration,4.355444444444444,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,17,AI Governance and Structure,3.312185185185185,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,18,Process Integration and Optimization,2.671333333333333,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,19,Change Management,5.388925925925926,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.511333333333333,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,6,Innovation,21,Prototyping and Experimentation,5.145037037037038,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,6,Innovation,22,Products and Services,3.8662592592592597,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,6,Innovation,23,Speed of Implementation,3.3524814814814814,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,6,Innovation,24,Innovation Culture and Leadership,4.792407407407407,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,25,Tooldropping,4.480074074074074,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,26,Jobs,4.188962962962963,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,27,Engagement,3.7597407407407406,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,28,Confidence/Authority,4.446407407407407,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,29,Ethical AI Framework,4.414703703703704,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,30,Bias and Fairness,3.9684074074074074,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,31,Transparency and Explainability,5.946481481481482,Financial Services,Netherlands,Europe,IT & Data
2c7b1ffe,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,32,Data Privacy and Security,6.837851851851852,Financial Services,Netherlands,Europe,IT & Data
2d1eb579,550e8400-e29b-41d4-a716-446655440001,1,Strategy and Vision,1,Alignment with Business Goals,4.022124183006536,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,1,Strategy and Vision,2,Leadership Commitment,4.637058823529412,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,1,Strategy and Vision,3,Long-Term Vision,2.8741830065359477,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,1,Strategy and Vision,4,Resource Allocation,4.370490196078432,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,2,Data,5,Data Quality,3.5040522875816995,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,2,Data,6,Data Accessibility,4.252516339869281,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,2,Data,7,Data Governance Framework,4.43343137254902,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,2,Data,8,Data Integration,3.5998692810457515,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,3,Technology,9,AI Tools and Platforms,5.02186274509804,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,3,Technology,10,Scalability,4.931013071895425,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,3,Technology,11,Cloud vs. On-Premises Solutions,4.285294117647059,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,3,Technology,12,Integration and Optimization,3.762156862745098,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,4,Talent and Skills,13,AI Skills and Expertise,4.824313725490196,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,4,Talent and Skills,14,Training and Development,3.9374183006535945,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,4,Talent and Skills,15,Recruitment and Team Formation,3.407418300653595,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,4,Talent and Skills,16,Cross-Functional Collaboration,4.230098039215687,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,5,Organisation and Processes,17,AI Governance and Structure,3.159313725490196,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,5,Organisation and Processes,18,Process Integration and Optimization,2.710686274509804,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,5,Organisation and Processes,19,Change Management,5.248758169934641,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.259019607843137,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,6,Innovation,21,Prototyping and Experimentation,5.0141503267973855,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,6,Innovation,22,Products and Services,3.8829738562091505,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,6,Innovation,23,Speed of Implementation,3.2287254901960782,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,6,Innovation,24,Innovation Culture and Leadership,4.860065359477124,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,7,Adaptation & Adoption,25,Tooldropping,4.401470588235294,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,7,Adaptation & Adoption,26,Jobs,4.063039215686274,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,7,Adaptation & Adoption,27,Engagement,3.79562091503268,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,7,Adaptation & Adoption,28,Confidence/Authority,4.323333333333333,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,8,Ethics and Responsibility,29,Ethical AI Framework,4.342549019607843,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,8,Ethics and Responsibility,30,Bias and Fairness,4.020098039215687,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,8,Ethics and Responsibility,31,Transparency and Explainability,5.974673202614379,Technology,United States,Africa,Leadership
2d1eb579,550e8400-e29b-41d4-a716-446655440001,8,Ethics and Responsibility,32,Data Privacy and Security,6.688071895424836,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,1,Alignment with Business Goals,4.027260726072607,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,2,Leadership Commitment,4.627194719471947,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,3,Long-Term Vision,2.928910891089109,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,4,Resource Allocation,4.4911551155115506,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,2,Data,5,Data Quality,3.7331683168316836,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,2,Data,6,Data Accessibility,4.173234323432343,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,2,Data,7,Data Governance Framework,4.3560396039603955,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,2,Data,8,Data Integration,3.9186798679867985,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,3,Technology,9,AI Tools and Platforms,5.414257425742575,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,3,Technology,10,Scalability,5.106303630363036,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,3,Technology,11,Cloud vs. On-Premises Solutions,4.425280528052805,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,3,Technology,12,Integration and Optimization,3.895775577557756,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,13,AI Skills and Expertise,4.966435643564356,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,14,Training and Development,4.220693069306931,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,15,Recruitment and Team Formation,3.3593069306930694,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,16,Cross-Functional Collaboration,4.2766006600660065,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,17,AI Governance and Structure,3.267755775577558,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,18,Process Integration and Optimization,2.674257425742574,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,19,Change Management,5.485775577557756,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.369009900990099,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,6,Innovation,21,Prototyping and Experimentation,5.167491749174918,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,6,Innovation,22,Products and Services,3.9562046204620462,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,6,Innovation,23,Speed of Implementation,3.2516831683168315,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,6,Innovation,24,Innovation Culture and Leadership,4.803597359735973,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,25,Tooldropping,4.467689768976898,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,26,Jobs,4.135082508250825,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,27,Engagement,3.9186138613861385,Technology,United States,Africa,Leadership
