RespondentID,Region,Department,Employment_type,Age,UserLanguage,Sentiment_1,Sentiment_10,Sentiment_11,Sentiment_12,Sentiment_13,Sentiment_14,Sentiment_15,Sentiment_16,Sentiment_17,Sentiment_18,Sentiment_19,Sentiment_2,Sentiment_20,Sentiment_21,Sentiment_22,Sentiment_23,Sentiment_24,Sentiment_25,Sentiment_3,Sentiment_4,Sentiment_5,Sentiment_6,Sentiment_7,Sentiment_8,Sentiment_9
034dcff4,Drenthe,Strategy & Innovation,<3 year,25-35,NL,1.0,1.25,1.25,1.5,1.25,1.375,1.375,1.25,1.125,1.25,1.125,1.0,1.0,1.5,1.25,1.75,1.25,1.75,1.0,1.0,1.0,1.0,1.25,1.25,1.125
0350222a,Zuid-Holland,Procurement,>20 year,55+,NL,1.0,1.4285714285714286,1.4285714285714286,1.2857142857142858,1.0,1.4285714285714286,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.4285714285714286,1.4285714285714286,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.0,1.1428571428571428,1.1428571428571428,1.2857142857142858,1.0,1.0,1.5714285714285714,1.1428571428571428,1.1428571428571428,1.4285714285714286,1.1428571428571428
036ec084,Drenthe,Finance,>20 year,55+,NL,1.0,1.4,1.6,1.2,1.4,1.0,1.2,1.8,1.2,1.0,1.2,1.2,1.2,1.6,1.4,1.4,1.6,1.8,1.2,1.2,1.6,1.6,1.2,1.6,1.4
039d65f1,Limburg,Operations,3-10 year,25-35,NL,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.0,1.5,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.6666666666666667,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.8333333333333333,1.1666666666666667
03a8be18,Drenthe,Supply Chain,10-20 year,25-35,NL,1.125,1.25,1.5,1.25,1.125,1.625,1.375,1.125,1.25,1.25,1.5,1.25,1.375,1.0,1.25,1.25,1.375,1.375,1.125,1.25,1.375,1.5,1.375,1.75,1.375
03b05213,Overijssel,Projectmanagement,>20 year,25-35,NL,1.0,1.5,1.5,1.5,1.3333333333333333,1.3333333333333333,1.8333333333333333,1.5,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.0,1.3333333333333333,1.5,1.1666666666666667,1.5,1.5,1.6666666666666667,1.0,1.0,1.1666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333
03c07d0a,Friesland,Strategy & Innovation,>20 year,25-35,NL,1.4,2.2,1.6,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.0,1.2,1.0,1.0,1.6,1.4,1.2,1.4,1.6,1.2,1.8,1.8
03cc00f1,Noord-Holland,ICT,>20 year,45-55,NL,1.25,1.5,1.75,1.25,1.0,1.0,1.25,1.25,1.25,1.5,1.5,1.0,1.25,1.5,1.5,1.75,2.0,1.75,1.0,1.5,1.5,1.5,1.0,1.5,1.25
03ee45b2,Gelderland,Quality & Safety,10-20 year,45-55,NL,1.0,1.3333333333333333,1.3333333333333333,1.8333333333333333,1.5,1.5,1.5,1.0,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.0,1.0,1.8333333333333333,1.3333333333333333,1.5,1.5,1.6666666666666667,1.0,1.1666666666666667,1.0,1.3333333333333333,1.5,1.5,1.5
0401afee,Drenthe,Finance,10-20 year,25-35,NL,1.1428571428571428,1.7142857142857142,1.7142857142857142,1.4285714285714286,1.1428571428571428,1.1428571428571428,1.2857142857142858,1.1428571428571428,1.1428571428571428,1.5714285714285714,1.2857142857142858,1.2857142857142858,1.7142857142857142,1.2857142857142858,1.5714285714285714,1.2857142857142858,1.1428571428571428,1.7142857142857142,1.0,1.1428571428571428,1.1428571428571428,1.0,1.0,1.1428571428571428,1.2857142857142858
040b8d29,Friesland,Marketing,3-10 year,35-45,NL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,2.0,1.5
0428a2da,Overijssel,Sustainability,3-10 year,45-55,NL,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333
042cd8c1,Friesland,Research & Development,10-20 year,25-35,NL,1.0,1.1666666666666667,1.3333333333333333,1.5,1.3333333333333333,1.5,1.6666666666666667,1.3333333333333333,1.8333333333333333,1.5,1.1666666666666667,1.1666666666666667,1.6666666666666667,1.3333333333333333,1.5,1.6666666666666667,1.3333333333333333,1.5,1.0,1.0,1.6666666666666667,1.5,1.3333333333333333,2.0,1.3333333333333333
0449e35c,Limburg,Data & Analytics,3-10 year,55+,NL,1.0,1.1428571428571428,1.0,1.4285714285714286,1.0,1.0,1.1428571428571428,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.1428571428571428,1.0,1.1428571428571428,1.1428571428571428,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.8571428571428572,1.0,1.0,1.1428571428571428,1.4285714285714286,1.5714285714285714,1.5714285714285714,1.5714285714285714
0451be75,Overijssel,Klantenservice,10-20 year,55+,NL,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333
045ccefc,Friesland,Operations,3-10 year,45-55,NL,1.1428571428571428,1.7142857142857142,1.1428571428571428,1.0,1.1428571428571428,1.4285714285714286,1.2857142857142858,1.8571428571428572,1.0,1.2857142857142858,1.4285714285714286,1.2857142857142858,1.4285714285714286,1.5714285714285714,1.5714285714285714,1.7142857142857142,1.4285714285714286,1.5714285714285714,1.0,1.0,1.4285714285714286,1.2857142857142858,1.5714285714285714,1.5714285714285714,1.5714285714285714
047a7a28,Utrecht,Projectmanagement,<3 year,35-45,NL,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.0,1.3333333333333333,1.1666666666666667,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.1666666666666667,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.5,1.1666666666666667
047c1c2e,Noord-Holland,Supply Chain,<3 year,35-45,NL,1.0,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.0,1.5,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0
048bb1d3,Zuid-Holland,Procurement,>20 year,25-35,NL,1.0,1.0,1.25,2.0,2.25,1.5,1.75,1.0,1.25,1.0,1.0,1.0,1.0,1.25,1.0,1.25,1.25,1.75,1.0,1.25,1.5,1.0,1.25,2.0,1.25
048eaa6a,Limburg,Sales,>20 year,<25,NL,1.0,1.5,1.1,1.3,1.2,1.1,1.3,1.3,1.2,1.2,1.6,1.2,1.6,1.0,1.3,1.3,1.4,1.8,1.0,1.2,1.3,1.3,1.3,1.4,1.6
049d7b0f,Drenthe,Sales,3-10 year,55+,NL,1.1666666666666667,1.6666666666666667,1.8333333333333333,1.8333333333333333,1.6666666666666667,1.5,1.8333333333333333,1.0,1.5,1.3333333333333333,1.1666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.5,1.8333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,1.1666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.5
04f47b96,Friesland,Klantenservice,>20 year,45-55,NL,1.1538461538461537,1.3846153846153846,1.3846153846153846,1.2307692307692308,1.4615384615384615,1.4615384615384615,1.5384615384615385,1.7692307692307692,1.3846153846153846,1.2307692307692308,1.1538461538461537,1.1538461538461537,1.2307692307692308,1.2307692307692308,1.6923076923076923,1.4615384615384615,1.7692307692307692,1.6923076923076923,1.1538461538461537,1.1538461538461537,1.5384615384615385,1.1538461538461537,1.0769230769230769,1.4615384615384615,1.2307692307692308
053274c4,Overijssel,Research & Development,3-10 year,55+,NL,1.0,1.5,1.5,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.0,1.1666666666666667,1.1666666666666667,1.5,1.0,1.5,1.5,1.6666666666666667,1.8333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.6666666666666667,1.1666666666666667
054a5253,Zeeland,Operations,3-10 year,<25,NL,1.0,1.1818181818181819,1.3636363636363635,1.1818181818181819,1.0909090909090908,1.1818181818181819,1.3636363636363635,1.3636363636363635,1.5454545454545454,1.4545454545454546,1.4545454545454546,1.2727272727272727,1.3636363636363635,1.3636363636363635,1.4545454545454546,1.4545454545454546,1.4545454545454546,1.7272727272727273,1.0,1.0909090909090908,1.1818181818181819,1.4545454545454546,1.3636363636363635,1.6363636363636365,1.0909090909090908
055005db,Friesland,Maintenance & Management,10-20 year,25-35,NL,1.0,1.9,1.5,1.4,1.2,1.2,1.2,1.1,1.2,1.3,1.3,1.1,1.2,1.1,1.7,1.2,1.5,1.5,1.0,1.0,1.5,1.2,1.6,1.6,1.1
0575f230,Drenthe,Strategy & Innovation,<3 year,55+,NL,1.0,1.4444444444444444,1.3333333333333333,1.1111111111111112,1.1111111111111112,1.2222222222222223,1.3333333333333333,1.1111111111111112,1.4444444444444444,1.3333333333333333,1.4444444444444444,1.1111111111111112,1.4444444444444444,1.2222222222222223,1.3333333333333333,1.5555555555555556,1.5555555555555556,1.8888888888888888,1.0,1.2222222222222223,1.2222222222222223,1.4444444444444444,1.3333333333333333,1.8888888888888888,1.2222222222222223
05ae8633,Drenthe,Procurement,<3 year,25-35,NL,1.0,1.4285714285714286,1.5714285714285714,1.7142857142857142,1.7142857142857142,1.1428571428571428,1.1428571428571428,1.4285714285714286,1.7142857142857142,1.5714285714285714,1.2857142857142858,1.1428571428571428,1.7142857142857142,1.2857142857142858,1.8571428571428572,1.5714285714285714,1.2857142857142858,1.2857142857142858,1.1428571428571428,1.0,1.5714285714285714,1.5714285714285714,1.1428571428571428,1.2857142857142858,1.1428571428571428
05c2c1b7,Gelderland,ICT,3-10 year,25-35,NL,1.0,1.4,1.4,1.4,2.0,1.2,1.0,1.2,1.2,1.0,1.2,1.0,1.4,1.2,1.0,1.4,1.2,1.4,1.0,1.0,1.2,1.0,1.2,1.4,1.0
05e66ece,Limburg,Marketing,<3 year,45-55,NL,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667
066fcccb,Limburg,Finance,>20 year,55+,NL,1.125,1.25,1.5,1.5,1.5,1.25,1.375,1.125,1.375,1.25,1.375,1.25,1.5,1.125,1.5,1.375,1.5,1.75,1.25,1.125,1.25,1.5,1.375,1.875,1.375
067c3eef,Zeeland,Projectmanagement,>20 year,45-55,NL,1.125,1.25,1.25,1.0,1.0,1.125,1.125,1.25,1.5,1.0,1.25,1.125,1.5,1.25,1.25,1.25,1.5,1.5,1.125,1.0,1.5,1.25,1.25,1.5,1.25
06a32fa2,Overijssel,HR,>20 year,<25,NL,1.0,1.5,1.75,2.25,1.0,1.25,1.75,1.75,1.75,1.75,1.75,1.0,1.5,1.0,1.5,1.5,1.75,1.25,1.0,1.0,1.25,1.25,1.25,1.25,1.5
06adbcc8,Gelderland,Supply Chain,10-20 year,35-45,NL,1.0,1.6666666666666667,2.1666666666666665,1.6666666666666667,1.6666666666666667,1.5,1.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.1666666666666667,1.1666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333
06b55456,Limburg,Strategy & Innovation,3-10 year,45-55,NL,1.125,1.375,1.625,1.5,1.375,1.25,1.25,1.25,1.25,1.375,1.25,1.0,1.125,1.25,1.375,1.5,1.75,1.375,1.0,1.25,1.5,1.25,1.375,1.375,1.375
