respondent_id,construct_1,construct_2,construct_3,construct_4,construct_5,construct_6,construct_7,construct_8,construct_9,construct_10,construct_11,construct_12,construct_13,construct_14,construct_15,construct_16,construct_17,construct_18,construct_19,construct_20,construct_21,construct_22,construct_23,construct_24,construct_25,construct_26,construct_27,construct_28,construct_29,construct_30,construct_31,construct_32,industry,region,continent,employment_type,company_name
79a47cdb,3.8678899082568807,4.412477064220184,2.884770642201835,4.43691131498471,3.5358715596330277,4.212874617737003,4.429755351681957,3.6452293577981654,5.055290519877675,4.909174311926606,4.3132415902140675,3.6814678899082565,4.682079510703364,3.897859327217125,3.2544954128440367,4.06,3.2161162079510706,2.6197247706422018,5.226941896024465,4.090519877675841,4.910733944954128,3.8210091743119268,3.132140672782875,4.688746177370031,4.483241590214067,3.988929663608563,3.7078287461773702,4.225963302752294,4.167951070336391,4.017339449541285,5.9862996941896025,6.757125382262997,Education,United Kingdom,South America,IT & Data,global-solutions
7ea5981e,4.0111178247734145,4.5920845921450155,2.93380664652568,4.463172205438067,3.687311178247734,4.175770392749245,4.435317220543807,3.7900302114803623,5.210755287009063,5.1179154078549844,4.393897280966768,3.826465256797583,5.023625377643504,4.072084592145015,3.4244712990936557,4.270755287009063,3.207039274924471,2.6648942598187313,5.280422960725075,4.4664652567975835,5.018489425981873,3.8736858006042296,3.2421148036253777,4.743444108761329,4.582507552870091,4.015015105740181,3.8379758308157097,4.277462235649547,4.319335347432024,3.97833836858006,6.089274924471299,6.870030211480363,Technology,United States,Africa,Leadership,tech-innovations
9061ed18,3.9829084967320263,4.4201307189542485,2.943529411764706,4.402614379084968,3.728529411764706,4.32202614379085,4.554967320261437,3.641503267973856,5.023725490196078,5.014183006535948,4.532124183006536,3.9091176470588236,4.91218954248366,3.963986928104575,3.4164052287581703,4.282222222222222,3.1859477124183004,2.7780718954248367,5.363235294117647,4.3759477124183,4.894901960784313,4.0025490196078435,3.1883986928104573,4.7823529411764705,4.508235294117647,4.128169934640523,3.709313725490196,4.213398692810458,4.37437908496732,4.033169934640523,5.921535947712418,6.903627450980393,Financial Services,Netherlands,Europe,IT & Data,tech-innovations
91b22859,3.8560465116279072,4.594119601328903,2.9724584717607976,4.350431893687707,3.679401993355482,4.10063122923588,4.395016611295682,3.700963455149502,5.202458471760798,5.083488372093024,4.28890365448505,3.7922259136212624,4.834119601328903,4.190697674418605,3.3508970099667774,4.043521594684385,3.2401661129568105,2.593355481727575,5.397607973421927,4.382325581395349,4.901694352159469,3.7637541528239207,3.1716943521594683,4.891495016611295,4.432026578073089,4.044617940199336,3.5869102990033226,4.375182724252492,4.184916943521595,3.893687707641196,5.877740863787375,6.912392026578074,Healthcare,Germany,North America,Staff,acme-corp
98a96934,4.039401408450704,4.489507042253521,3.0275704225352116,4.480985915492957,3.626654929577465,4.1237676056338035,4.492112676056338,3.6917957746478876,5.063661971830986,4.969260563380281,4.6383450704225355,3.879788732394366,4.867464788732394,3.852464788732394,3.4755281690140842,4.187007042253521,3.286056338028169,2.76580985915493,5.099612676056338,4.36693661971831,4.768098591549296,3.8889788732394366,3.218732394366197,4.487570422535211,4.4573943661971835,3.9575,3.623098591549296,4.039753521126761,4.447464788732394,3.976760563380282,5.919612676056338,6.707570422535212,Education,United Kingdom,South America,Strategy & Policy,global-solutions
a1f58ce0,3.8571290322580647,4.855741935483871,2.906032258064516,4.5082903225806445,3.619548387096774,4.166096774193549,4.387225806451613,3.7755483870967743,5.211129032258064,5.0681290322580645,4.285161290322581,3.7787419354838714,4.8388709677419355,4.119290322580645,3.3447096774193543,4.220290322580645,3.1794516129032258,2.6189999999999998,5.316,4.303193548387097,5.033225806451613,3.914870967741935,3.2258709677419355,5.016258064516129,4.539129032258064,4.003161290322581,3.9116774193548385,4.391,4.230290322580646,4.010193548387097,6.13541935483871,6.918451612903225,Manufacturing,France,Asia,IT & Data,acme-corp
a2f7ce34,3.8198257839721252,4.296445993031359,2.7786062717770035,4.347456445993031,3.7253310104529618,4.226933797909408,4.387526132404181,3.8247038327526135,5.211428571428572,4.904808362369338,4.217700348432055,3.8115331010452964,5.019547038327525,4.097560975609756,3.3961324041811847,4.1154703832752615,3.127073170731707,2.572369337979094,5.372229965156794,4.19418118466899,4.961707317073171,3.7804878048780486,3.22397212543554,4.873484320557491,4.233588850174216,4.125365853658536,3.71794425087108,4.311324041811846,4.282787456445993,3.9960278745644597,5.752264808362369,6.992857142857143,Technology,United States,Africa,Leadership,tech-innovations
b4c1035b,4.047458193979933,4.417658862876254,3.0058528428093645,4.40675585284281,3.7761872909698995,4.160133779264214,4.444882943143813,3.8329096989966556,5.240802675585284,4.949866220735786,4.338628762541806,3.994816053511706,5.004648829431439,4.225518394648829,3.539498327759197,4.255083612040134,3.293779264214047,2.789732441471572,5.503311036789298,4.299832775919732,4.972608695652173,3.86876254180602,3.351036789297659,4.877892976588629,4.357458193979934,4.073946488294314,3.8266889632107026,4.337290969899665,4.449397993311036,3.99943143812709,5.831170568561872,6.822408026755853,Education,United Kingdom,South America,Strategy & Policy,tech-innovations
b8fd5449,3.913846153846154,4.762274247491639,2.9743478260869565,4.619899665551839,3.815117056856187,4.307591973244147,4.6640133779264215,3.8392307692307694,5.140301003344482,5.14571906354515,4.507190635451505,3.9190635451505016,4.991939799331103,4.079464882943144,3.5485953177257525,4.432207357859532,3.23247491638796,2.7934113712374584,5.412207357859532,4.609899665551839,5.139966555183946,4.125819397993311,3.2143478260869567,4.863377926421405,4.550066889632107,4.099464882943144,3.8650501672240805,4.385083612040134,4.552107023411371,4.124882943143812,5.966521739130434,7.029163879598662,Healthcare,Germany,North America,Staff,global-solutions
cc2a2a05,3.9364561403508778,4.862245614035087,2.89140350877193,4.280771929824561,3.482701754385965,4.116631578947368,4.413157894736842,3.533438596491228,5.104877192982457,4.859859649122807,4.183929824561404,3.7814736842105265,4.70919298245614,4.04659649122807,3.315719298245614,4.208877192982456,3.157017543859649,2.632842105263158,5.232982456140351,4.278842105263158,5.013894736842105,3.7958596491228067,3.246947368421053,4.888842105263158,4.467649122807018,4.053508771929825,3.66740350877193,4.377578947368421,4.302947368421052,3.972175438596491,5.953578947368421,6.752280701754386,Technology,United States,Africa,Leadership,acme-corp
d3de8ea9,3.782347266881029,4.32588424437299,2.814180064308682,4.3108038585209005,3.5547909967845657,4.24700964630225,4.257845659163987,3.657427652733119,5.00475884244373,4.8596141479099675,4.224951768488746,3.61016077170418,4.713247588424437,3.962926045016077,3.357974276527331,4.042186495176849,3.0690353697749195,2.6377491961414794,5.362475884244373,4.255209003215434,4.942572347266881,3.9756913183279745,3.1033440514469453,4.720707395498392,4.412282958199357,4.091993569131833,3.707942122186495,4.134855305466238,4.222347266881029,3.869614147909968,5.82395498392283,6.968456591639872,Government,India,Africa,Staff,tech-innovations
d5ab3ed0,3.9978501628664493,4.717035830618893,2.925342019543974,4.407361563517915,3.614723127035831,4.109902280130293,4.49371335504886,3.6922801302931596,5.1328664495114005,4.969315960912052,4.389967426710098,3.9009120521172638,4.779478827361563,3.984397394136808,3.508175895765472,4.334625407166124,3.184918566775244,2.7721824104234525,5.416058631921824,4.490781758957655,5.157557003257328,3.9472964169381104,3.2635504885993485,4.828306188925081,4.313811074918567,4.151954397394137,3.76671009771987,4.331661237785016,4.495895765472313,4.054690553745928,5.832605863192182,6.900390879478827,Government,India,South America,Staff,global-solutions
d73ee50d,4.110889570552147,4.364662576687116,2.889325153374233,4.159723926380368,3.644233128834356,4.117975460122699,4.410981595092025,3.6829754601227,5.130920245398773,5.143865030674847,4.339478527607362,3.9309202453987733,4.6054601226993865,4.018650306748466,3.230337423312883,4.077576687116564,3.2034355828220855,2.6226687116564418,5.392239263803681,4.334938650306749,4.911625766871166,3.9177607361963194,3.179723926380368,4.61463190184049,4.450766871165644,4.089723926380368,3.50941717791411,4.169233128834356,4.222453987730061,3.953282208588957,5.886472392638037,6.798312883435583,Education,United Kingdom,South America,IT & Data,tech-innovations
eb1d4031,4.2002999999999995,4.574766666666667,3.0136333333333334,4.342733333333333,3.6986,4.296633333333333,4.3349,3.789666666666667,5.275133333333333,5.117966666666667,4.436233333333334,4.038233333333333,4.842466666666667,4.0577,3.5420666666666665,4.203366666666667,3.1866,2.7771333333333335,5.5713333333333335,4.529766666666667,5.091666666666667,4.1273,3.190933333333333,4.8899333333333335,4.383866666666667,4.0119,3.7128999999999994,4.275533333333334,4.380366666666666,4.0446333333333335,5.932566666666666,6.902,Education,United Kingdom,South America,Strategy & Policy,global-solutions
ff953159,3.8565686274509803,4.826568627450981,2.977843137254902,4.573398692810458,3.6981372549019613,4.195326797385621,4.404346405228758,3.8651633986928107,5.276830065359477,5.1613725490196085,4.465882352941176,3.80078431372549,4.860718954248366,4.0898039215686275,3.479019607843137,4.09483660130719,3.2613725490196077,2.7141503267973857,5.296535947712418,4.477385620915032,5.018104575163399,3.9139542483660135,3.2058169934640524,4.752254901960785,4.4283986928104575,3.945980392156863,3.796339869281046,4.2897058823529415,4.385849673202614,4.049934640522876,5.989509803921568,6.8818954248366015,Manufacturing,France,Asia,IT & Data,tech-innovations
